Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
46765506,07/06/2020 12:54:39 AM,07/06/2020 01:03:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,974 EAST   84 STREET,EAST   84 STREET,FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,,BROOKLYN,EAST   84 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:03:32 AM,18 BROOKLYN,3080200067,BROOKLYN,1009472,171098,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63626516005613,-73.90912492796554,"(40.63626516005613, -73.90912492796554)"
46758861,07/06/2020 12:54:43 AM,07/06/2020 01:01:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,215 MT HOPE PLACE,MT HOPE PLACE,MONROE AVENUE,ANTHONY AVENUE,MONROE AVENUE,ANTHONY AVENUE,,BRONX,MT HOPE PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:01:02 AM,05 BRONX,2028040052,BRONX,1010455,248334,MOBILE,Unspecified,BRONX,,,,,,,,40.84825562757735,-73.90528227116515,"(40.84825562757735, -73.90528227116515)"
46755837,07/06/2020 12:54:59 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46757307,07/06/2020 12:55:07 AM,07/06/2020 01:04:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,PARKSIDE AVENUE,PARKSIDE AVENUE,EAST DRIVE,OCEAN AVENUE,EAST DRIVE,OCEAN AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:04:32 AM,14 BROOKLYN,,BROOKLYN,994827,177870,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.654882431881674,-73.9618803533782,"(40.654882431881674, -73.9618803533782)"
46760652,07/06/2020 12:55:26 AM,07/06/2020 01:07:58 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11213,947 ST MARKS AVENUE,ST MARKS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,,BROOKLYN,ST MARKS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:08:01 AM,08 BROOKLYN,3012230066,BROOKLYN,1000865,185083,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.674671241826985,-73.94010155206443,"(40.674671241826985, -73.94010155206443)"
46761168,07/06/2020 12:55:31 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46758998,07/06/2020 12:55:38 AM,07/06/2020 01:00:33 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1645 GRAND AVENUE,GRAND AVENUE,WEST  174 STREET,WEST  174 STREET,WEST  174 STREET,WEST  174 STREET,,BRONX,GRAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:00:36 AM,05 BRONX,2028660015,BRONX,1007731,247868,ONLINE,Unspecified,BRONX,,,,,,,,40.84698425966901,-73.91512976923352,"(40.84698425966901, -73.91512976923352)"
46762777,07/06/2020 12:55:44 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,399 EAST  160 STREET,EAST  160 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,,BRONX,EAST  160 STREET,,In Progress,,,,03 BRONX,2024070025,BRONX,1007921,239379,ONLINE,Unspecified,BRONX,,,,,,,,40.82368391165611,-73.91447298726317,"(40.82368391165611, -73.91447298726317)"
46762307,07/06/2020 12:55:46 AM,07/06/2020 01:00:09 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457,273 EAST  176 STREET,EAST  176 STREET,CLAY AVENUE,ANTHONY AVENUE,CLAY AVENUE,ANTHONY AVENUE,,BRONX,EAST  176 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:00:11 AM,05 BRONX,2028020039,BRONX,1010740,248013,ONLINE,Unspecified,BRONX,,,,,,,,40.847373727319145,-73.90425341032298,"(40.847373727319145, -73.90425341032298)"
46764409,07/06/2020 12:55:48 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,515 FOUNTAIN AVENUE,FOUNTAIN AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,HEGEMAN AVENUE,LINDEN BOULEVARD,,BROOKLYN,FOUNTAIN AVENUE,,In Progress,,,,05 BROOKLYN,3042920061,BROOKLYN,1019651,182481,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66747415024469,-73.87239020533126,"(40.66747415024469, -73.87239020533126)"
46764078,07/06/2020 12:55:48 AM,07/06/2020 01:24:05 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,EAST  176 STREET,EAST  176 STREET,EAST  176 STREET,MORRIS AVENUE,EAST  176 STREET,MORRIS AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:24:09 AM,05 BRONX,,BRONX,1009542,248248,PHONE,Unspecified,BRONX,,,,,,,,40.84802224548557,-73.90858262313853,"(40.84802224548557, -73.90858262313853)"
46760942,07/06/2020 12:56:03 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46764679,07/06/2020 12:56:05 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457,1686 GRAND CONCOURSE,GRAND CONCOURSE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2028230036,BRONX,1008727,246903,ONLINE,Unspecified,BRONX,,,,,,,,40.8443329147506,-73.9115333303724,"(40.8443329147506, -73.9115333303724)"
46756975,07/06/2020 12:56:06 AM,07/06/2020 01:50:45 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,530 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  122 STREET,TIEMANN PLACE,WEST  122 STREET,TIEMANN PLACE,,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:50:47 AM,09 MANHATTAN,1019940093,MANHATTAN,994873,236582,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.816032265257526,-73.96162186303553,"(40.816032265257526, -73.96162186303553)"
46766549,07/06/2020 12:56:16 AM,07/06/2020 01:10:30 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,609 WEST  186 STREET,WEST  186 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,NEW YORK,WEST  186 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:10:33 AM,12 MANHATTAN,1021660083,MANHATTAN,1003133,249872,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.852495675423505,-73.93174322758972,"(40.852495675423505, -73.93174322758972)"
46761269,07/06/2020 12:56:22 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1171 FULTON AVENUE,FULTON AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,,BRONX,FULTON AVENUE,,In Progress,,,,03 BRONX,2026090049,BRONX,1010492,241555,ONLINE,Unspecified,BRONX,,,,,,,,40.82964914401274,-73.90517505946552,"(40.82964914401274, -73.90517505946552)"
46766588,07/06/2020 12:56:27 AM,07/06/2020 01:11:53 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,10033,809 WEST  177 STREET,WEST  177 STREET,FT WASHINGTON AVENUE,PINEHURST AVENUE,FT WASHINGTON AVENUE,PINEHURST AVENUE,,NEW YORK,WEST  177 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:11:56 AM,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8479991031889,-73.94029607984919,"(40.8479991031889, -73.94029607984919)"
46764502,07/06/2020 12:56:35 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46758246,07/06/2020 12:56:40 AM,07/06/2020 01:33:08 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11236,567 EAST  108 STREET,EAST  108 STREET,STANLEY AVENUE,FARRAGUT ROAD,STANLEY AVENUE,FARRAGUT ROAD,,BROOKLYN,EAST  108 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:33:12 AM,18 BROOKLYN,3081580001,BROOKLYN,1013059,176899,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65217670446156,-73.89617617624232,"(40.65217670446156, -73.89617617624232)"
46756281,07/06/2020 12:56:42 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457,1600 CLAY AVENUE,CLAY AVENUE,WEBSTER AVENUE,EAST MT EDEN AVENUE,WEBSTER AVENUE,EAST MT EDEN AVENUE,,BRONX,CLAY AVENUE,,In Progress,,,,04 BRONX,2028880001,BRONX,1010506,245837,ONLINE,Unspecified,BRONX,,,,,,,,40.841401947761575,-73.90510770929305,"(40.841401947761575, -73.90510770929305)"
46768319,07/06/2020 12:56:58 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1278 GRAND CONCOURSE,GRAND CONCOURSE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2024570044,BRONX,1007480,243937,PHONE,Unspecified,BRONX,,,,,,,,40.83619548096835,-73.9160506050733,"(40.83619548096835, -73.9160506050733)"
46765669,07/06/2020 12:57:04 AM,07/06/2020 01:12:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,790 GREENE AVENUE,GREENE AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,BROOKLYN,GREENE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:12:14 AM,03 BROOKLYN,3016190043,BROOKLYN,1001713,190675,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690018372972524,-73.93702995109828,"(40.690018372972524, -73.93702995109828)"
46764487,07/06/2020 12:57:07 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46760919,07/06/2020 12:57:19 AM,,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10459,911 LONGWOOD AVENUE,LONGWOOD AVENUE,HEWITT PLACE,DAWSON STREET,HEWITT PLACE,DAWSON STREET,,BRONX,LONGWOOD AVENUE,,In Progress,,,,02 BRONX,2026960001,BRONX,1012003,237469,ONLINE,Unspecified,BRONX,,,,,,,,40.818429622135234,-73.89973199627376,"(40.818429622135234, -73.89973199627376)"
46762802,07/06/2020 12:57:25 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,150 EAST  168 STREET,EAST  168 STREET,GRANDVIEW PLACE,GRAND CONCOURSE,GRANDVIEW PLACE,GRAND CONCOURSE,,BRONX,EAST  168 STREET,,In Progress,,,,04 BRONX,2024640023,BRONX,1007158,243874,MOBILE,Unspecified,BRONX,,,,,,,,40.83602340539537,-73.91721447452032,"(40.83602340539537, -73.91721447452032)"
46762176,07/06/2020 12:57:26 AM,07/06/2020 01:30:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11364,FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,73 AVENUE,FRANCIS LEWIS BOULEVARD,73 AVENUE,FRANCIS LEWIS BOULEVARD,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:30:45 AM,08 QUEENS,,QUEENS,1047197,207601,MOBILE,Unspecified,QUEENS,,,,,,,,40.73626943330202,-73.77286083936565,"(40.73626943330202, -73.77286083936565)"
46759301,07/06/2020 12:57:39 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46757220,07/06/2020 12:57:48 AM,07/06/2020 01:15:50 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,692 EAST    5 STREET,EAST    5 STREET,DITMAS AVENUE,AVENUE F,DITMAS AVENUE,AVENUE F,,BROOKLYN,EAST    5 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,07/06/2020 05:15:54 AM,12 BROOKLYN,3053980018,BROOKLYN,991477,170683,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.635159034884474,-73.97396149585597,"(40.635159034884474, -73.97396149585597)"
46765315,07/06/2020 12:57:49 AM,07/06/2020 01:47:53 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10017,225 EAST   43 STREET,EAST   43 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   43 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 05:47:55 AM,06 MANHATTAN,1013170015,MANHATTAN,991667,212940,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75114454449651,-73.97323040849022,"(40.75114454449651, -73.97323040849022)"
46757954,07/06/2020 12:58:01 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11368,37-52 104 STREET,104 STREET,37 DRIVE,38 AVENUE,37 DRIVE,38 AVENUE,,CORONA,104 STREET,,In Progress,,,,03 QUEENS,4017690032,QUEENS,1022247,213314,MOBILE,Unspecified,QUEENS,,,,,,,,40.752092551019196,-73.86285842744331,"(40.752092551019196, -73.86285842744331)"
46760910,07/06/2020 12:58:09 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10452,1472 OGDEN AVENUE,OGDEN AVENUE,BEND,UNIVERSITY AVENUE,BEND,UNIVERSITY AVENUE,,BRONX,OGDEN AVENUE,,In Progress,,,,04 BRONX,2025220081,BRONX,1005377,246791,ONLINE,Unspecified,BRONX,,,,,,,,40.84403415826734,-73.92364150613952,"(40.84403415826734, -73.92364150613952)"
46759419,07/06/2020 12:58:11 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46755374,07/06/2020 12:58:12 AM,07/06/2020 01:11:25 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,809 WEST  177 STREET,WEST  177 STREET,FT WASHINGTON AVENUE,PINEHURST AVENUE,FT WASHINGTON AVENUE,PINEHURST AVENUE,,NEW YORK,WEST  177 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:11:29 AM,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8479991031889,-73.94029607984919,"(40.8479991031889, -73.94029607984919)"
46767703,07/06/2020 12:58:30 AM,07/06/2020 01:30:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,900 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:30:29 AM,12 MANHATTAN,1021360167,MANHATTAN,999049,244634,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83812669619484,-73.94651730320311,"(40.83812669619484, -73.94651730320311)"
46764668,07/06/2020 12:58:43 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46759199,07/06/2020 12:59:12 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,Retail Store,Commercial Building,11223,728 AVENUE U,AVENUE U,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,,BROOKLYN,AVENUE U,,In Progress,,,,15 BROOKLYN,3071340011,BROOKLYN,994323,157153,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.598019212858134,-73.96372769281784,"(40.598019212858134, -73.96372769281784)"
46766464,07/06/2020 12:59:14 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,,BRONX,HOE AVENUE,,In Progress,,,,03 BRONX,2029830030,BRONX,1015446,244002,ONLINE,Unspecified,BRONX,,,,,,,,40.83634934042209,-73.88726251817741,"(40.83634934042209, -73.88726251817741)"
46755839,07/06/2020 12:59:15 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46763282,07/06/2020 12:59:17 AM,07/06/2020 01:52:23 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10001,9 AVENUE,9 AVENUE,9 AVENUE,WEST   25 STREET,9 AVENUE,WEST   25 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:52:27 AM,04 MANHATTAN,,MANHATTAN,984140,211709,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74776886981272,-74.00039699417712,"(40.74776886981272, -74.00039699417712)"
46762504,07/06/2020 12:59:18 AM,07/06/2020 01:30:14 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10035,2 AVENUE,2 AVENUE,2 AVENUE,EAST  121 STREET,2 AVENUE,EAST  121 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 05:30:17 AM,11 MANHATTAN,,MANHATTAN,1002143,230804,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8001615240881,-73.93537265155821,"(40.8001615240881, -73.93537265155821)"
46762022,07/06/2020 12:59:22 AM,07/06/2020 01:01:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,114-11 JAMES COURT,JAMES COURT,LINDEN BOULEVARD,DEAD END,LINDEN BOULEVARD,DEAD END,,JAMAICA,JAMES COURT,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:01:16 AM,12 QUEENS,4121840043,QUEENS,1041827,189558,PHONE,Unspecified,QUEENS,,,,,,,,40.68678241824397,-73.79239227853867,"(40.68678241824397, -73.79239227853867)"
